invoice_id,account_id,invoice_date,amount_usd,discount_pct,days_to_pay
INV-ACC-1087-202512,ACC-1087,2025-12-28,281142.76,0.0313,14
INV-ACC-1088-202507,ACC-1088,2025-07-28,16350.2,0.0803,33
INV-ACC-1088-202508,ACC-1088,2025-08-24,17114.35,0.1465,8
INV-ACC-1088-202509,ACC-1088,2025-09-27,18540.31,0.0577,10
INV-ACC-1088-202510,ACC-1088,2025-10-24,18296.01,0.1208,11
INV-ACC-1088-202511,ACC-1088,2025-11-22,19935.88,0.0449,16
INV-ACC-1088-202512,ACC-1088,2025-12-23,20781.08,0.0344,6
INV-ACC-1089-202409,ACC-1089,2024-09-25,5632.89,0.023,12
INV-ACC-1089-202410,ACC-1089,2024-10-26,5940.88,0.0543,7
INV-ACC-1089-202411,ACC-1089,2024-11-22,5983.51,0.1195,29
INV-ACC-1089-202412,ACC-1089,2024-12-25,6273.77,0.0333,22
INV-ACC-1089-202501,ACC-1089,2025-01-22,7240.77,0.0192,12
INV-ACC-1089-202502,ACC-1089,2025-02-25,7239.66,0.1314,3
INV-ACC-1089-202503,ACC-1089,2025-03-26,7765.52,0.1115,33
INV-ACC-1089-202504,ACC-1089,2025-04-25,8120.23,0.0394,28
INV-ACC-1089-202505,ACC-1089,2025-05-23,9126.62,0.0731,10
INV-ACC-1089-202506,ACC-1089,2025-06-26,9622.2,0.0652,17
INV-ACC-1089-202507,ACC-1089,2025-07-28,10881.0,0.1144,11
INV-ACC-1089-202508,ACC-1089,2025-08-27,10739.39,0.0295,19
INV-ACC-1089-202509,ACC-1089,2025-09-23,11660.79,0.0559,5
INV-ACC-1089-202510,ACC-1089,2025-10-22,12482.9,0.1367,26
INV-ACC-1089-202511,ACC-1089,2025-11-25,12201.11,0.0468,8
INV-ACC-1089-202512,ACC-1089,2025-12-24,12707.78,0.0385,5
INV-ACC-1090-202411,ACC-1090,2024-11-25,23879.17,0.0896,17
INV-ACC-1090-202412,ACC-1090,2024-12-24,24202.31,0.1555,29
INV-ACC-1090-202501,ACC-1090,2025-01-25,23446.95,0.0576,9
INV-ACC-1090-202502,ACC-1090,2025-02-25,23576.69,0.0279,3
INV-ACC-1090-202503,ACC-1090,2025-03-23,25589.98,0.1107,10
INV-ACC-1090-202504,ACC-1090,2025-04-26,25518.35,0.0607,14
INV-ACC-1090-202505,ACC-1090,2025-05-22,25291.65,0.0259,6
INV-ACC-1090-202506,ACC-1090,2025-06-22,28584.68,0.1579,11
INV-ACC-1090-202507,ACC-1090,2025-07-28,28421.79,0.1468,11
INV-ACC-1090-202508,ACC-1090,2025-08-23,28139.31,0.0717,7
INV-ACC-1090-202509,ACC-1090,2025-09-24,28614.56,0.0767,20
INV-ACC-1090-202510,ACC-1090,2025-10-24,31418.49,0.1067,23
INV-ACC-1090-202511,ACC-1090,2025-11-22,35751.1,0.1165,31
INV-ACC-1090-202512,ACC-1090,2025-12-27,35032.62,0.019,19
INV-ACC-1091-202506,ACC-1091,2025-06-26,8501.52,0.0817,27
INV-ACC-1091-202507,ACC-1091,2025-07-26,8040.58,0.0574,19
INV-ACC-1091-202508,ACC-1091,2025-08-24,8055.8,0.1089,4
INV-ACC-1091-202509,ACC-1091,2025-09-24,9065.39,0.0955,20
INV-ACC-1091-202510,ACC-1091,2025-10-23,8879.85,0.0578,17
INV-ACC-1091-202511,ACC-1091,2025-11-27,9234.25,0.1024,18
INV-ACC-1091-202512,ACC-1091,2025-12-24,9420.04,0.0583,12
INV-ACC-1092-202508,ACC-1092,2025-08-28,6186.1,0.1174,3
INV-ACC-1092-202509,ACC-1092,2025-09-24,6394.33,0.034,28
INV-ACC-1092-202510,ACC-1092,2025-10-25,6159.51,0.0533,25
INV-ACC-1092-202511,ACC-1092,2025-11-27,6605.27,0.1355,23
INV-ACC-1092-202512,ACC-1092,2025-12-27,6218.54,0.014,28
INV-ACC-1093-202403,ACC-1093,2024-03-28,46888.49,0.1595,15
INV-ACC-1093-202404,ACC-1093,2024-04-22,45365.34,0.1568,19
INV-ACC-1093-202405,ACC-1093,2024-05-23,45592.65,0.0934,22
INV-ACC-1093-202406,ACC-1093,2024-06-23,48142.85,0.0878,17
INV-ACC-1093-202407,ACC-1093,2024-07-25,48830.12,0.0857,24
INV-ACC-1093-202408,ACC-1093,2024-08-25,47377.06,0.0304,9
INV-ACC-1093-202409,ACC-1093,2024-09-28,50125.9,0.0767,17
INV-ACC-1093-202410,ACC-1093,2024-10-27,51500.99,0.0357,5
INV-ACC-1093-202411,ACC-1093,2024-11-28,47900.84,0.1326,13
INV-ACC-1093-202412,ACC-1093,2024-12-28,49673.39,0.1362,6
INV-ACC-1093-202501,ACC-1093,2025-01-28,48853.92,0.1281,23
INV-ACC-1093-202502,ACC-1093,2025-02-23,54330.89,0.0481,30
INV-ACC-1093-202503,ACC-1093,2025-03-23,55841.33,0.0458,22
INV-ACC-1093-202504,ACC-1093,2025-04-28,56663.46,0.1581,25
INV-ACC-1093-202505,ACC-1093,2025-05-26,51695.07,0.0646,31
INV-ACC-1093-202506,ACC-1093,2025-06-24,53770.29,0.0825,31
INV-ACC-1093-202507,ACC-1093,2025-07-22,50906.77,0.158,29
INV-ACC-1094-202501,ACC-1094,2025-01-22,18874.12,0.0157,32
INV-ACC-1094-202502,ACC-1094,2025-02-27,21385.21,0.0954,21
INV-ACC-1094-202503,ACC-1094,2025-03-22,20015.36,0.02,31
INV-ACC-1094-202504,ACC-1094,2025-04-23,19621.81,0.1039,16
INV-ACC-1094-202505,ACC-1094,2025-05-25,21047.15,0.0925,29
INV-ACC-1094-202506,ACC-1094,2025-06-28,23247.09,0.0478,16
INV-ACC-1094-202507,ACC-1094,2025-07-28,24817.62,0.0227,30
INV-ACC-1094-202508,ACC-1094,2025-08-25,26951.45,0.1528,26
INV-ACC-1094-202509,ACC-1094,2025-09-27,27854.18,0.0751,7
INV-ACC-1094-202510,ACC-1094,2025-10-27,29568.11,0.0605,25
INV-ACC-1094-202511,ACC-1094,2025-11-23,30782.52,0.0281,9
INV-ACC-1094-202512,ACC-1094,2025-12-23,33902.19,0.0124,8
INV-ACC-1095-202507,ACC-1095,2025-07-27,2336.79,0.084,25
INV-ACC-1095-202508,ACC-1095,2025-08-26,2600.03,0.0998,25
INV-ACC-1095-202509,ACC-1095,2025-09-28,2697.93,0.1422,25
INV-ACC-1095-202510,ACC-1095,2025-10-28,3041.12,0.0864,23
INV-ACC-1095-202511,ACC-1095,2025-11-23,3381.37,0.041,18
INV-ACC-1095-202512,ACC-1095,2025-12-24,3763.85,0.1015,26
INV-ACC-1096-202401,ACC-1096,2024-01-27,58276.29,0.0481,21
INV-ACC-1096-202402,ACC-1096,2024-02-26,58093.92,0.0494,29
INV-ACC-1096-202403,ACC-1096,2024-03-27,64013.54,0.1026,25
INV-ACC-1096-202404,ACC-1096,2024-04-23,69640.59,0.1475,28
INV-ACC-1096-202405,ACC-1096,2024-05-23,78498.01,0.0174,19
INV-ACC-1096-202406,ACC-1096,2024-06-25,81046.81,0.157,6
INV-ACC-1096-202407,ACC-1096,2024-07-27,80562.48,0.093,25
INV-ACC-1096-202408,ACC-1096,2024-08-27,84874.58,0.0613,18
INV-ACC-1096-202409,ACC-1096,2024-09-22,93625.22,0.1047,27
INV-ACC-1096-202410,ACC-1096,2024-10-27,96587.0,0.017,8
INV-ACC-1096-202411,ACC-1096,2024-11-27,105004.86,0.1074,19
INV-ACC-1096-202412,ACC-1096,2024-12-28,111061.28,0.1095,32
INV-ACC-1096-202501,ACC-1096,2025-01-28,127571.08,0.1168,27
INV-ACC-1096-202502,ACC-1096,2025-02-25,133022.05,0.0956,23
INV-ACC-1096-202503,ACC-1096,2025-03-25,152552.37,0.0741,17
INV-ACC-1096-202504,ACC-1096,2025-04-28,153476.66,0.1458,26
INV-ACC-1096-202505,ACC-1096,2025-05-27,178856.93,0.0782,24
INV-ACC-1096-202506,ACC-1096,2025-06-25,190322.29,0.1531,20
INV-ACC-1096-202507,ACC-1096,2025-07-27,203676.65,0.1346,6
INV-ACC-1096-202508,ACC-1096,2025-08-22,198625.63,0.0793,20
INV-ACC-1096-202509,ACC-1096,2025-09-22,209935.79,0.0134,21
INV-ACC-1096-202510,ACC-1096,2025-10-28,229585.39,0.1162,17
INV-ACC-1096-202511,ACC-1096,2025-11-25,238297.93,0.0491,25
INV-ACC-1096-202512,ACC-1096,2025-12-23,265040.83,0.016,14
INV-ACC-1097-202503,ACC-1097,2025-03-26,11254.63,0.0679,6
INV-ACC-1097-202504,ACC-1097,2025-04-25,10693.52,0.0806,14
INV-ACC-1097-202505,ACC-1097,2025-05-24,10357.62,0.1364,5
INV-ACC-1097-202506,ACC-1097,2025-06-28,10654.22,0.0338,12
INV-ACC-1097-202507,ACC-1097,2025-07-22,10580.22,0.0635,8
INV-ACC-1097-202508,ACC-1097,2025-08-23,9962.91,0.0498,17
INV-ACC-1097-202509,ACC-1097,2025-09-22,10433.12,0.1393,30
INV-ACC-1097-202510,ACC-1097,2025-10-25,9406.65,0.0453,10
INV-ACC-1097-202511,ACC-1097,2025-11-25,9989.8,0.0136,25
INV-ACC-1097-202512,ACC-1097,2025-12-24,9747.47,0.0456,25
INV-ACC-1098-202411,ACC-1098,2024-11-25,4132.67,0.1207,9
INV-ACC-1098-202412,ACC-1098,2024-12-22,4224.85,0.0271,12
INV-ACC-1098-202501,ACC-1098,2025-01-22,4241.32,0.0676,10
INV-ACC-1098-202502,ACC-1098,2025-02-24,4218.25,0.0385,20
INV-ACC-1098-202503,ACC-1098,2025-03-22,4472.95,0.0537,3
INV-ACC-1098-202504,ACC-1098,2025-04-27,4416.89,0.0575,15
INV-ACC-1098-202505,ACC-1098,2025-05-25,5132.7,0.0655,9
INV-ACC-1098-202506,ACC-1098,2025-06-26,5212.38,0.1065,22
INV-ACC-1098-202507,ACC-1098,2025-07-25,5592.25,0.1483,5
INV-ACC-1098-202508,ACC-1098,2025-08-28,5897.05,0.0627,3
INV-ACC-1098-202509,ACC-1098,2025-09-24,5908.5,0.0359,25
INV-ACC-1098-202510,ACC-1098,2025-10-22,5529.96,0.0997,8
INV-ACC-1098-202511,ACC-1098,2025-11-23,5835.57,0.1542,7
INV-ACC-1098-202512,ACC-1098,2025-12-28,5901.99,0.1177,5
INV-ACC-1099-202410,ACC-1099,2024-10-27,50802.09,0.0975,17
INV-ACC-1099-202411,ACC-1099,2024-11-26,47352.09,0.0294,25
INV-ACC-1099-202412,ACC-1099,2024-12-22,52610.02,0.1133,16
INV-ACC-1099-202501,ACC-1099,2025-01-27,51717.85,0.1291,33
INV-ACC-1099-202502,ACC-1099,2025-02-26,54814.01,0.0435,25
INV-ACC-1099-202503,ACC-1099,2025-03-28,54853.86,0.0358,17
INV-ACC-1099-202504,ACC-1099,2025-04-24,49772.4,0.0106,21
INV-ACC-1099-202505,ACC-1099,2025-05-27,49841.75,0.0544,5
INV-ACC-1099-202506,ACC-1099,2025-06-24,50456.38,0.1455,13
INV-ACC-1100-202408,ACC-1100,2024-08-23,9344.58,0.0296,31
INV-ACC-1100-202409,ACC-1100,2024-09-25,8973.99,0.1532,24
INV-ACC-1100-202410,ACC-1100,2024-10-27,8505.09,0.0849,23
INV-ACC-1100-202411,ACC-1100,2024-11-22,8662.68,0.0773,6
INV-ACC-1100-202412,ACC-1100,2024-12-26,9413.08,0.0239,25
INV-ACC-1100-202501,ACC-1100,2025-01-26,9521.85,0.0857,32
INV-ACC-1100-202502,ACC-1100,2025-02-22,10825.27,0.157,26
INV-ACC-1100-202503,ACC-1100,2025-03-26,10521.37,0.1152,22
INV-ACC-1100-202504,ACC-1100,2025-04-22,11179.68,0.065,19
INV-ACC-1100-202505,ACC-1100,2025-05-28,11155.4,0.0129,12
INV-ACC-1100-202506,ACC-1100,2025-06-23,10611.71,0.1419,19
INV-ACC-1100-202507,ACC-1100,2025-07-27,10150.51,0.0729,19
INV-ACC-1100-202508,ACC-1100,2025-08-26,10589.91,0.0181,3
INV-ACC-1100-202509,ACC-1100,2025-09-28,10914.26,0.1075,3
INV-ACC-1100-202510,ACC-1100,2025-10-27,11256.7,0.1479,4
INV-ACC-1100-202511,ACC-1100,2025-11-23,11147.51,0.0771,13
INV-ACC-1100-202512,ACC-1100,2025-12-27,11737.1,0.0789,23
INV-ACC-1101-202407,ACC-1101,2024-07-28,5034.67,0.0818,18
INV-ACC-1101-202408,ACC-1101,2024-08-25,5598.12,0.0866,6
INV-ACC-1101-202409,ACC-1101,2024-09-26,5299.38,0.034,30
INV-ACC-1101-202410,ACC-1101,2024-10-24,5833.75,0.0881,33
INV-ACC-1101-202411,ACC-1101,2024-11-24,5913.24,0.0592,22
INV-ACC-1101-202412,ACC-1101,2024-12-27,6536.84,0.1533,31
INV-ACC-1101-202501,ACC-1101,2025-01-27,6441.74,0.0103,6
INV-ACC-1101-202502,ACC-1101,2025-02-25,7205.85,0.0275,27
INV-ACC-1101-202503,ACC-1101,2025-03-23,7331.83,0.1146,23
INV-ACC-1101-202504,ACC-1101,2025-04-25,7698.28,0.039,18
INV-ACC-1101-202505,ACC-1101,2025-05-23,8125.38,0.1389,21
INV-ACC-1101-202506,ACC-1101,2025-06-27,8278.52,0.0929,18
INV-ACC-1101-202507,ACC-1101,2025-07-28,8724.81,0.1454,11
INV-ACC-1102-202402,ACC-1102,2024-02-22,40105.73,0.0537,6
INV-ACC-1102-202403,ACC-1102,2024-03-25,42253.64,0.1028,5
INV-ACC-1102-202404,ACC-1102,2024-04-23,42766.96,0.0128,30
INV-ACC-1102-202405,ACC-1102,2024-05-26,45516.86,0.1089,19
INV-ACC-1102-202406,ACC-1102,2024-06-26,50676.32,0.1159,18
INV-ACC-1102-202407,ACC-1102,2024-07-26,50311.04,0.0836,18
INV-ACC-1102-202408,ACC-1102,2024-08-25,55274.75,0.0566,15
INV-ACC-1102-202409,ACC-1102,2024-09-28,55519.46,0.09,23
INV-ACC-1102-202410,ACC-1102,2024-10-23,58260.61,0.0718,4
INV-ACC-1102-202411,ACC-1102,2024-11-24,63179.28,0.0891,24
INV-ACC-1102-202412,ACC-1102,2024-12-25,71211.26,0.053,24
INV-ACC-1102-202501,ACC-1102,2025-01-24,74699.16,0.0331,15
INV-ACC-1102-202502,ACC-1102,2025-02-25,80618.91,0.0654,19
INV-ACC-1102-202503,ACC-1102,2025-03-22,85978.12,0.1132,8
INV-ACC-1102-202504,ACC-1102,2025-04-24,87799.49,0.1277,6
INV-ACC-1102-202505,ACC-1102,2025-05-26,86401.33,0.0132,31
INV-ACC-1102-202506,ACC-1102,2025-06-23,98671.68,0.0122,18
INV-ACC-1102-202507,ACC-1102,2025-07-22,99552.12,0.0391,5
INV-ACC-1102-202508,ACC-1102,2025-08-24,101981.71,0.0953,9
INV-ACC-1102-202509,ACC-1102,2025-09-23,113227.0,0.033,33
INV-ACC-1102-202510,ACC-1102,2025-10-25,109976.67,0.0717,9
INV-ACC-1102-202511,ACC-1102,2025-11-22,115218.36,0.1532,4
INV-ACC-1102-202512,ACC-1102,2025-12-22,113829.65,0.1122,33
INV-ACC-1103-202411,ACC-1103,2024-11-28,19030.66,0.0622,5
INV-ACC-1103-202412,ACC-1103,2024-12-23,21678.11,0.0591,21
INV-ACC-1103-202501,ACC-1103,2025-01-24,22030.85,0.1599,30
INV-ACC-1103-202502,ACC-1103,2025-02-27,22424.57,0.0158,32
INV-ACC-1103-202503,ACC-1103,2025-03-27,23020.06,0.0443,12
INV-ACC-1103-202504,ACC-1103,2025-04-25,24941.14,0.1322,20
INV-ACC-1103-202505,ACC-1103,2025-05-27,27749.44,0.0107,31
INV-ACC-1103-202506,ACC-1103,2025-06-23,32603.39,0.1341,5
INV-ACC-1103-202507,ACC-1103,2025-07-25,35005.74,0.0246,25
INV-ACC-1103-202508,ACC-1103,2025-08-24,39819.98,0.0976,32
INV-ACC-1103-202509,ACC-1103,2025-09-22,44089.3,0.116,21
INV-ACC-1103-202510,ACC-1103,2025-10-27,45935.95,0.1116,33
INV-ACC-1103-202511,ACC-1103,2025-11-23,44752.61,0.1353,6
INV-ACC-1103-202512,ACC-1103,2025-12-24,48173.62,0.1143,7
INV-ACC-1104-202501,ACC-1104,2025-01-25,4057.71,0.1355,7
INV-ACC-1104-202502,ACC-1104,2025-02-28,4140.07,0.0664,22
INV-ACC-1104-202503,ACC-1104,2025-03-23,4610.44,0.0852,7
INV-ACC-1104-202504,ACC-1104,2025-04-27,4882.7,0.073,25
INV-ACC-1104-202505,ACC-1104,2025-05-28,5535.18,0.0766,22
INV-ACC-1104-202506,ACC-1104,2025-06-26,6147.14,0.017,17
INV-ACC-1104-202507,ACC-1104,2025-07-25,6378.16,0.0291,17
INV-ACC-1104-202508,ACC-1104,2025-08-23,6712.23,0.0109,18
INV-ACC-1104-202509,ACC-1104,2025-09-28,7048.29,0.0762,24
INV-ACC-1104-202510,ACC-1104,2025-10-25,7614.85,0.0807,12
INV-ACC-1104-202511,ACC-1104,2025-11-26,7997.66,0.0926,33
INV-ACC-1104-202512,ACC-1104,2025-12-24,8485.45,0.1338,13
INV-ACC-1105-202403,ACC-1105,2024-03-28,63895.45,0.1541,12
INV-ACC-1105-202404,ACC-1105,2024-04-22,60901.9,0.03,16
INV-ACC-1105-202405,ACC-1105,2024-05-23,55698.92,0.0288,16
INV-ACC-1105-202406,ACC-1105,2024-06-23,56083.8,0.1383,17
INV-ACC-1105-202407,ACC-1105,2024-07-26,56300.43,0.0887,24
INV-ACC-1105-202408,ACC-1105,2024-08-23,52223.87,0.0707,12
INV-ACC-1105-202409,ACC-1105,2024-09-22,51560.65,0.0438,10
INV-ACC-1106-202405,ACC-1106,2024-05-22,11426.21,0.0366,21
INV-ACC-1106-202406,ACC-1106,2024-06-23,11282.58,0.0233,15
INV-ACC-1106-202407,ACC-1106,2024-07-22,11510.49,0.1397,17
INV-ACC-1106-202408,ACC-1106,2024-08-24,12138.4,0.1282,19
INV-ACC-1106-202409,ACC-1106,2024-09-26,12825.63,0.0485,17
INV-ACC-1106-202410,ACC-1106,2024-10-23,12899.59,0.1097,8
INV-ACC-1106-202411,ACC-1106,2024-11-25,13322.85,0.0672,15
INV-ACC-1106-202412,ACC-1106,2024-12-23,13716.55,0.1319,17
INV-ACC-1106-202501,ACC-1106,2025-01-26,13647.54,0.0627,8
INV-ACC-1106-202502,ACC-1106,2025-02-23,15490.09,0.1523,19
INV-ACC-1106-202503,ACC-1106,2025-03-25,14624.34,0.0672,20
INV-ACC-1106-202504,ACC-1106,2025-04-24,16067.85,0.1393,6
INV-ACC-1106-202505,ACC-1106,2025-05-24,15596.36,0.0136,11
INV-ACC-1106-202506,ACC-1106,2025-06-27,15945.38,0.1565,32
INV-ACC-1106-202507,ACC-1106,2025-07-28,17498.19,0.0374,20
INV-ACC-1106-202508,ACC-1106,2025-08-26,17790.43,0.1031,12
INV-ACC-1106-202509,ACC-1106,2025-09-26,18612.67,0.0985,31
INV-ACC-1106-202510,ACC-1106,2025-10-22,19549.43,0.0191,22
INV-ACC-1106-202511,ACC-1106,2025-11-25,19645.47,0.1351,16
INV-ACC-1106-202512,ACC-1106,2025-12-27,20894.84,0.0713,14
INV-ACC-1107-202409,ACC-1107,2024-09-22,4195.54,0.0684,22
INV-ACC-1107-202410,ACC-1107,2024-10-24,4481.93,0.0258,27
INV-ACC-1107-202411,ACC-1107,2024-11-23,5074.66,0.1274,15
INV-ACC-1107-202412,ACC-1107,2024-12-22,4898.95,0.0209,5
INV-ACC-1107-202501,ACC-1107,2025-01-26,5236.94,0.0782,23
INV-ACC-1107-202502,ACC-1107,2025-02-27,5344.65,0.1119,23
INV-ACC-1107-202503,ACC-1107,2025-03-24,5766.3,0.1302,15
INV-ACC-1107-202504,ACC-1107,2025-04-23,5629.44,0.0434,17
INV-ACC-1107-202505,ACC-1107,2025-05-27,6219.15,0.1289,19
INV-ACC-1107-202506,ACC-1107,2025-06-23,6243.64,0.132,30
INV-ACC-1107-202507,ACC-1107,2025-07-26,6473.15,0.0197,20
INV-ACC-1107-202508,ACC-1107,2025-08-22,7058.6,0.0263,10
INV-ACC-1107-202509,ACC-1107,2025-09-25,7508.45,0.0259,4
INV-ACC-1107-202510,ACC-1107,2025-10-28,7329.75,0.0931,20
INV-ACC-1107-202511,ACC-1107,2025-11-25,7822.46,0.0843,19
INV-ACC-1107-202512,ACC-1107,2025-12-25,8107.74,0.1516,26
INV-ACC-1108-202406,ACC-1108,2024-06-28,45159.65,0.1344,5
INV-ACC-1108-202407,ACC-1108,2024-07-24,46446.93,0.0774,17
INV-ACC-1108-202408,ACC-1108,2024-08-27,46108.45,0.0709,24
INV-ACC-1108-202409,ACC-1108,2024-09-28,45913.74,0.027,24
INV-ACC-1108-202410,ACC-1108,2024-10-27,46587.52,0.0954,29
INV-ACC-1108-202411,ACC-1108,2024-11-27,42811.46,0.1369,12
INV-ACC-1108-202412,ACC-1108,2024-12-28,41331.9,0.1405,21
INV-ACC-1108-202501,ACC-1108,2025-01-26,37148.26,0.0925,8
INV-ACC-1108-202502,ACC-1108,2025-02-22,37442.49,0.0984,26
INV-ACC-1108-202503,ACC-1108,2025-03-22,36212.92,0.0469,31
INV-ACC-1108-202504,ACC-1108,2025-04-26,34394.43,0.0344,16
INV-ACC-1108-202505,ACC-1108,2025-05-26,30482.87,0.1249,32
INV-ACC-1108-202506,ACC-1108,2025-06-27,28589.2,0.1578,16
INV-ACC-1108-202507,ACC-1108,2025-07-27,29107.58,0.0365,24
INV-ACC-1108-202508,ACC-1108,2025-08-24,29894.42,0.0158,9
INV-ACC-1108-202509,ACC-1108,2025-09-28,29328.05,0.0822,28
INV-ACC-1108-202510,ACC-1108,2025-10-23,28312.73,0.0806,19
INV-ACC-1108-202511,ACC-1108,2025-11-26,26713.21,0.119,3
INV-ACC-1108-202512,ACC-1108,2025-12-27,24825.72,0.0603,24
INV-ACC-1109-202402,ACC-1109,2024-02-28,15502.77,0.1288,17
INV-ACC-1109-202403,ACC-1109,2024-03-27,15396.03,0.088,8
INV-ACC-1109-202404,ACC-1109,2024-04-28,14530.13,0.1565,28
INV-ACC-1109-202405,ACC-1109,2024-05-23,14186.99,0.1219,30
INV-ACC-1109-202406,ACC-1109,2024-06-22,13525.51,0.1204,29
INV-ACC-1109-202407,ACC-1109,2024-07-22,12799.16,0.0609,17
INV-ACC-1109-202408,ACC-1109,2024-08-22,12613.91,0.1303,12
INV-ACC-1109-202409,ACC-1109,2024-09-27,12044.9,0.1072,18
INV-ACC-1109-202410,ACC-1109,2024-10-26,12653.52,0.0275,24
INV-ACC-1109-202411,ACC-1109,2024-11-28,13334.6,0.1348,22
INV-ACC-1109-202412,ACC-1109,2024-12-24,12306.79,0.0804,16
INV-ACC-1109-202501,ACC-1109,2025-01-26,11862.14,0.0888,4
INV-ACC-1109-202502,ACC-1109,2025-02-27,12121.25,0.0807,15
INV-ACC-1109-202503,ACC-1109,2025-03-24,11682.48,0.0381,6
INV-ACC-1109-202504,ACC-1109,2025-04-23,11704.28,0.0356,27
INV-ACC-1109-202505,ACC-1109,2025-05-28,11985.49,0.158,24
INV-ACC-1109-202506,ACC-1109,2025-06-25,11865.51,0.144,30
INV-ACC-1109-202507,ACC-1109,2025-07-28,12171.33,0.1368,18
INV-ACC-1109-202508,ACC-1109,2025-08-23,12779.37,0.1361,14
INV-ACC-1109-202509,ACC-1109,2025-09-27,12299.96,0.1182,13
INV-ACC-1109-202510,ACC-1109,2025-10-27,11993.38,0.0103,11
INV-ACC-1109-202511,ACC-1109,2025-11-23,12101.24,0.0507,24
INV-ACC-1110-202505,ACC-1110,2025-05-23,6476.33,0.0865,22
INV-ACC-1110-202506,ACC-1110,2025-06-22,6837.21,0.0592,18
INV-ACC-1110-202507,ACC-1110,2025-07-22,6868.42,0.0938,25
INV-ACC-1110-202508,ACC-1110,2025-08-27,6517.73,0.0474,21
INV-ACC-1110-202509,ACC-1110,2025-09-26,6639.41,0.1361,18
INV-ACC-1110-202510,ACC-1110,2025-10-25,7143.31,0.0535,12
INV-ACC-1110-202511,ACC-1110,2025-11-27,6914.38,0.1044,15
INV-ACC-1110-202512,ACC-1110,2025-12-22,6766.63,0.136,4
INV-ACC-1111-202411,ACC-1111,2024-11-25,59436.56,0.0603,25
INV-ACC-1111-202412,ACC-1111,2024-12-24,56656.57,0.0391,14
INV-ACC-1111-202501,ACC-1111,2025-01-27,57334.89,0.1032,27
INV-ACC-1111-202502,ACC-1111,2025-02-28,56054.04,0.0574,14
INV-ACC-1111-202503,ACC-1111,2025-03-24,55356.19,0.1543,6
INV-ACC-1111-202504,ACC-1111,2025-04-23,59851.93,0.1297,22
INV-ACC-1111-202505,ACC-1111,2025-05-22,60895.09,0.0472,21
INV-ACC-1111-202506,ACC-1111,2025-06-24,60704.95,0.0655,32
INV-ACC-1111-202507,ACC-1111,2025-07-25,66766.2,0.1041,29
INV-ACC-1111-202508,ACC-1111,2025-08-26,69609.86,0.0775,17
INV-ACC-1111-202509,ACC-1111,2025-09-23,71857.92,0.0122,18
INV-ACC-1111-202510,ACC-1111,2025-10-27,71545.49,0.0935,17
INV-ACC-1111-202511,ACC-1111,2025-11-28,69196.96,0.0136,16
INV-ACC-1111-202512,ACC-1111,2025-12-28,67733.32,0.0547,8
INV-ACC-1112-202508,ACC-1112,2025-08-23,9434.28,0.0304,4
INV-ACC-1112-202509,ACC-1112,2025-09-26,10272.42,0.1431,29
INV-ACC-1112-202510,ACC-1112,2025-10-26,10642.51,0.0193,20
INV-ACC-1112-202511,ACC-1112,2025-11-22,10918.96,0.0848,8
INV-ACC-1112-202512,ACC-1112,2025-12-24,11760.24,0.1501,11
INV-ACC-1113-202506,ACC-1113,2025-06-22,5868.41,0.0857,17
INV-ACC-1113-202507,ACC-1113,2025-07-27,6890.84,0.0723,17
INV-ACC-1113-202508,ACC-1113,2025-08-24,6973.98,0.1299,15
INV-ACC-1113-202509,ACC-1113,2025-09-26,7592.4,0.0496,13
INV-ACC-1113-202510,ACC-1113,2025-10-26,7856.94,0.0277,9
INV-ACC-1113-202511,ACC-1113,2025-11-23,8231.02,0.1172,31
INV-ACC-1113-202512,ACC-1113,2025-12-23,8834.93,0.1176,16
INV-ACC-1114-202411,ACC-1114,2024-11-22,30412.15,0.0364,32
INV-ACC-1114-202412,ACC-1114,2024-12-22,30709.6,0.0862,3
INV-ACC-1114-202501,ACC-1114,2025-01-26,27938.96,0.0252,31
INV-ACC-1114-202502,ACC-1114,2025-02-27,27551.19,0.1172,12
INV-ACC-1114-202503,ACC-1114,2025-03-25,26303.06,0.0628,9
INV-ACC-1114-202504,ACC-1114,2025-04-26,25485.07,0.1551,27
INV-ACC-1114-202505,ACC-1114,2025-05-27,23315.66,0.1075,21
INV-ACC-1114-202506,ACC-1114,2025-06-27,25436.02,0.0504,16
INV-ACC-1114-202507,ACC-1114,2025-07-27,24466.18,0.1548,10
INV-ACC-1115-202408,ACC-1115,2024-08-27,19947.59,0.1471,20
INV-ACC-1115-202409,ACC-1115,2024-09-23,19588.16,0.0599,31
INV-ACC-1115-202410,ACC-1115,2024-10-28,17755.54,0.1586,23
INV-ACC-1115-202411,ACC-1115,2024-11-22,17911.03,0.092,5
INV-ACC-1115-202412,ACC-1115,2024-12-25,16498.66,0.1525,33
INV-ACC-1115-202501,ACC-1115,2025-01-27,15036.18,0.1128,20
INV-ACC-1115-202502,ACC-1115,2025-02-23,13122.97,0.0728,33
INV-ACC-1115-202503,ACC-1115,2025-03-23,12874.25,0.0644,30
INV-ACC-1115-202504,ACC-1115,2025-04-28,12146.89,0.1466,14
INV-ACC-1115-202505,ACC-1115,2025-05-27,12022.48,0.0335,31
INV-ACC-1115-202506,ACC-1115,2025-06-24,12550.89,0.0124,30
