metric_month,account_id,arr_usd,active_flag,seats_purchased,active_seats,feature_adoption_pct,support_tickets,csat_score,renewal_due_in_days
2025-06,ACC-1098,61718.27,1,32,26,0.5912,1,80.31,155
2025-07,ACC-1098,66530.25,1,32,29,0.3709,5,70.39,125
2025-08,ACC-1098,68300.58,1,27,24,0.4323,10,74.76,95
2025-09,ACC-1098,68929.23,1,26,11,0.5756,9,79.91,65
2025-10,ACC-1098,67134.63,1,28,17,0.8987,2,81.74,35
2025-11,ACC-1098,71511.5,1,27,12,0.3589,8,85.91,365
2025-12,ACC-1098,69324.74,1,34,22,0.6664,6,88.34,335
2024-10,ACC-1099,600330.0,1,262,212,0.3642,2,89.03,365
2024-11,ACC-1099,586698.61,1,265,223,0.8823,3,77.27,335
2024-12,ACC-1099,618989.48,1,251,240,0.6144,8,77.07,305
2025-01,ACC-1099,619655.73,1,240,118,0.5553,4,89.53,275
2025-02,ACC-1099,654315.47,1,282,110,0.5622,6,87.53,245
2025-03,ACC-1099,635255.73,1,231,111,0.4473,5,69.73,215
2025-04,ACC-1099,613997.63,1,292,154,0.7702,1,70.2,185
2025-05,ACC-1099,578305.25,1,290,165,0.5691,9,66.38,155
2025-06,ACC-1099,591861.25,1,263,194,0.9042,0,92.62,125
2025-07,ACC-1099,0.0,0,292,0,0.0,0,0.0,95
2024-08,ACC-1100,112938.0,1,90,43,0.5043,4,67.78,365
2024-09,ACC-1100,109536.73,1,85,59,0.8116,0,79.61,335
2024-10,ACC-1100,103755.88,1,106,54,0.4714,6,72.34,305
2024-11,ACC-1100,106239.54,1,95,61,0.4345,11,76.95,275
2024-12,ACC-1100,111408.54,1,98,35,0.7876,4,74.77,245
2025-01,ACC-1100,116797.98,1,97,62,0.3284,11,79.3,215
2025-02,ACC-1100,125338.0,1,95,50,0.5141,1,69.4,185
2025-03,ACC-1100,128665.23,1,97,64,0.5209,4,81.24,155
2025-04,ACC-1100,132129.64,1,91,44,0.5871,5,83.78,125
2025-05,ACC-1100,130069.72,1,110,55,0.4642,3,75.45,95
2025-06,ACC-1100,127276.5,1,110,95,0.3172,9,72.02,65
2025-07,ACC-1100,123389.03,1,90,73,0.8538,7,83.34,35
2025-08,ACC-1100,127435.52,1,98,51,0.4764,6,66.25,365
2025-09,ACC-1100,132599.51,1,105,72,0.4121,4,64.89,335
2025-10,ACC-1100,135366.18,1,97,74,0.3644,3,87.09,305
2025-11,ACC-1100,137920.15,1,100,35,0.8447,5,73.0,275
2025-12,ACC-1100,135717.74,1,109,41,0.455,7,83.86,245
2024-07,ACC-1101,61871.0,1,32,11,0.9195,5,88.84,365
2024-08,ACC-1101,67547.82,1,35,24,0.5726,7,69.66,335
2024-09,ACC-1101,65381.18,1,28,19,0.6538,3,69.41,305
2024-10,ACC-1101,69930.33,1,32,23,0.3745,7,67.56,275
2024-11,ACC-1101,73417.47,1,32,22,0.7704,6,71.77,245
2024-12,ACC-1101,77046.3,1,29,27,0.437,3,85.63,215
2025-01,ACC-1101,78172.23,1,29,18,0.7925,1,90.03,185
2025-02,ACC-1101,84391.32,1,32,22,0.4619,4,82.21,155
2025-03,ACC-1101,88833.93,1,35,18,0.5868,4,75.33,125
2025-04,ACC-1101,90677.31,1,27,23,0.4059,6,75.73,95
2025-05,ACC-1101,94147.86,1,28,13,0.5954,9,72.06,65
2025-06,ACC-1101,98053.94,1,29,12,0.3208,2,90.42,35
2025-07,ACC-1101,101425.22,1,31,13,0.6193,2,82.47,365
2025-08,ACC-1101,0.0,0,33,0,0.0,0,0.0,335
2024-02,ACC-1102,486217.0,1,304,284,0.645,1,69.72,365
2024-03,ACC-1102,503678.7,1,305,292,0.3611,5,68.83,335
2024-04,ACC-1102,522401.35,1,232,152,0.506,1,77.96,305
2024-05,ACC-1102,552396.76,1,225,111,0.6268,9,68.9,275
2024-06,ACC-1102,590367.89,1,224,135,0.3134,7,84.85,245
2024-07,ACC-1102,617485.7,1,278,236,0.9098,0,69.44,215
2024-08,ACC-1102,680449.99,1,231,174,0.3598,10,68.55,185
2024-09,ACC-1102,684675.97,1,235,210,0.3534,7,66.47,155
2024-10,ACC-1102,719399.19,1,277,143,0.6616,0,87.22,125
2024-11,ACC-1102,772801.59,1,264,219,0.8541,6,76.3,95
2024-12,ACC-1102,848167.2,1,221,164,0.5291,8,81.28,65
2025-01,ACC-1102,911948.38,1,283,140,0.7298,1,81.43,35
2025-02,ACC-1102,994270.97,1,275,193,0.6307,8,83.66,365
2025-03,ACC-1102,1005413.07,1,303,143,0.5163,3,71.02,335
2025-04,ACC-1102,1050157.91,1,293,224,0.5531,8,64.79,305
2025-05,ACC-1102,1073943.96,1,238,163,0.6885,0,70.15,275
2025-06,ACC-1102,1171768.62,1,257,108,0.6758,6,67.38,245
2025-07,ACC-1102,1226621.24,1,285,139,0.4866,7,70.3,215
2025-08,ACC-1102,1265575.93,1,305,154,0.487,10,69.0,185
2025-09,ACC-1102,1318776.94,1,263,219,0.4787,4,70.78,155
2025-10,ACC-1102,1314162.1,1,255,125,0.8489,0,72.44,125
2025-11,ACC-1102,1386884.12,1,246,189,0.7162,4,90.84,95
2025-12,ACC-1102,1384426.1,1,261,103,0.8439,5,86.14,65
2024-11,ACC-1103,227591.0,1,88,48,0.7409,3,76.05,365
2024-12,ACC-1103,253116.54,1,105,96,0.8272,5,66.33,335
2025-01,ACC-1103,260690.16,1,110,76,0.7217,4,70.56,305
2025-02,ACC-1103,270775.71,1,89,66,0.4711,3,85.58,275
2025-03,ACC-1103,281922.46,1,82,56,0.8475,4,77.59,245
2025-04,ACC-1103,304975.34,1,101,51,0.3413,11,82.75,215
2025-05,ACC-1103,334099.66,1,93,65,0.5223,10,79.67,185
2025-06,ACC-1103,376835.06,1,96,71,0.764,4,78.1,155
2025-07,ACC-1103,419081.67,1,87,37,0.8696,6,73.28,125
2025-08,ACC-1103,472672.7,1,102,67,0.8173,0,92.53,95
2025-09,ACC-1103,519355.79,1,93,82,0.4692,11,78.29,65
2025-10,ACC-1103,532386.36,1,105,97,0.3842,7,68.01,35
2025-11,ACC-1103,552660.93,1,100,53,0.5432,10,85.41,365
2025-12,ACC-1103,574296.45,1,111,54,0.4355,8,75.23,335
2025-01,ACC-1104,49554.0,1,34,29,0.3825,3,87.61,365
2025-02,ACC-1104,50729.46,1,30,27,0.4197,4,66.47,335
2025-03,ACC-1104,56433.96,1,29,16,0.4736,3,76.85,305
2025-04,ACC-1104,60163.29,1,27,17,0.7205,5,72.92,275
2025-05,ACC-1104,67250.5,1,33,19,0.7384,8,70.23,245
2025-06,ACC-1104,72347.0,1,26,12,0.838,5,83.5,215
2025-07,ACC-1104,75106.27,1,34,16,0.6135,4,87.67,185
2025-08,ACC-1104,82948.67,1,33,14,0.7565,0,78.34,155
2025-09,ACC-1104,84557.63,1,29,14,0.5524,7,66.0,125
2025-10,ACC-1104,95000.14,1,28,17,0.3342,6,68.08,95
2025-11,ACC-1104,96964.9,1,30,11,0.829,3,66.91,65
2025-12,ACC-1104,105156.12,1,26,19,0.8439,4,88.12,35
2024-03,ACC-1105,793628.0,1,290,249,0.7989,5,87.41,365
2024-04,ACC-1105,721976.77,1,267,108,0.4062,11,76.7,335
2024-05,ACC-1105,695262.34,1,230,200,0.5634,9,66.34,305
2024-06,ACC-1105,677328.24,1,268,204,0.7471,1,74.22,275
2024-07,ACC-1105,687745.98,1,289,144,0.4986,3,77.6,245
2024-08,ACC-1105,637938.74,1,263,230,0.3899,10,75.82,215
2024-09,ACC-1105,603658.24,1,273,236,0.5094,2,78.9,185
2024-10,ACC-1105,0.0,0,245,0,0.0,0,0.0,155
2024-05,ACC-1106,135555.0,1,92,56,0.5664,6,73.83,365
2024-06,ACC-1106,134033.97,1,88,50,0.6794,4,69.19,335
2024-07,ACC-1106,142875.56,1,102,65,0.3422,10,69.9,305
2024-08,ACC-1106,146950.55,1,85,58,0.7459,1,79.13,275
2024-09,ACC-1106,157475.0,1,82,29,0.6772,2,74.73,245
2024-10,ACC-1106,154096.89,1,110,93,0.3487,3,87.37,215
2024-11,ACC-1106,155626.7,1,112,102,0.3371,9,62.91,185
2024-12,ACC-1106,159415.62,1,83,72,0.815,3,79.08,155
2025-01,ACC-1106,169879.25,1,83,67,0.8533,6,68.16,125
2025-02,ACC-1106,179025.14,1,87,41,0.8954,1,87.92,95
2025-03,ACC-1106,173733.88,1,104,73,0.7176,7,85.38,65
2025-04,ACC-1106,186084.61,1,86,60,0.3894,4,76.74,35
2025-05,ACC-1106,187551.58,1,100,58,0.7557,0,91.89,365
2025-06,ACC-1106,188043.76,1,95,70,0.7095,5,84.84,335
2025-07,ACC-1106,203812.7,1,103,46,0.5299,4,66.02,305
2025-08,ACC-1106,214991.28,1,92,62,0.3461,12,61.55,275
2025-09,ACC-1106,225872.55,1,104,51,0.5916,6,73.44,245
2025-10,ACC-1106,236281.71,1,111,103,0.4855,11,69.15,215
2025-11,ACC-1106,239335.29,1,107,46,0.7318,0,77.99,185
2025-12,ACC-1106,254995.63,1,90,76,0.4677,10,66.65,155
2024-09,ACC-1107,50360.0,1,30,11,0.6791,2,66.55,365
2024-10,ACC-1107,55065.1,1,26,17,0.7779,3,75.05,335
2024-11,ACC-1107,59604.78,1,26,13,0.6671,6,74.09,305
2024-12,ACC-1107,58987.92,1,27,18,0.6751,5,66.76,275
2025-01,ACC-1107,64421.06,1,26,11,0.7494,7,73.34,245
2025-02,ACC-1107,62287.97,1,33,21,0.8722,7,69.16,215
2025-03,ACC-1107,66623.43,1,30,25,0.7889,0,76.48,185
2025-04,ACC-1107,70201.5,1,26,15,0.5833,3,88.37,155
2025-05,ACC-1107,71943.21,1,28,22,0.4766,6,66.78,125
2025-06,ACC-1107,76620.9,1,33,20,0.5912,3,66.15,95
2025-07,ACC-1107,80264.07,1,26,21,0.7184,6,82.82,65
2025-08,ACC-1107,85982.58,1,26,13,0.4119,3,90.55,35
2025-09,ACC-1107,92143.58,1,33,16,0.4803,5,68.8,365
2025-10,ACC-1107,90441.77,1,34,19,0.7975,0,89.28,335
2025-11,ACC-1107,96335.52,1,33,25,0.8865,0,81.73,305
2025-12,ACC-1107,95544.09,1,26,9,0.6574,3,74.79,275
2024-06,ACC-1108,523978.0,1,266,204,0.8123,2,79.66,365
2024-07,ACC-1108,536993.11,1,298,154,0.3007,8,76.44,335
2024-08,ACC-1108,549013.15,1,253,100,0.2923,13,79.91,305
2024-09,ACC-1108,548190.16,1,266,236,0.5354,3,79.41,275
2024-10,ACC-1108,555908.86,1,289,136,0.3061,12,68.72,245
2024-11,ACC-1108,515126.83,1,268,245,0.3603,2,71.56,215
2024-12,ACC-1108,505427.37,1,296,136,0.3355,7,70.4,185
2025-01,ACC-1108,463295.51,1,237,133,0.3915,11,61.26,155
2025-02,ACC-1108,432640.24,1,226,197,0.3126,3,75.32,125
2025-03,ACC-1108,440497.21,1,272,162,0.3843,10,73.82,95
2025-04,ACC-1108,406249.52,1,243,166,0.4632,11,84.11,65
2025-05,ACC-1108,374939.4,1,223,106,0.8351,1,88.5,35
2025-06,ACC-1108,345788.55,1,245,207,0.4546,8,64.51,365
2025-07,ACC-1108,350679.66,1,256,96,0.4568,5,84.62,335
2025-08,ACC-1108,350978.26,1,302,133,0.3223,3,88.45,305
2025-09,ACC-1108,348881.22,1,262,245,0.7363,7,85.94,275
2025-10,ACC-1108,330299.3,1,225,135,0.8742,0,90.97,245
2025-11,ACC-1108,321562.27,1,228,211,0.7928,3,87.26,215
2025-12,ACC-1108,306796.37,1,269,107,0.7127,6,71.05,185
2024-02,ACC-1109,181112.0,1,106,54,0.5058,2,91.3,365
2024-03,ACC-1109,183745.02,1,93,45,0.4248,7,63.88,335
2024-04,ACC-1109,176540.49,1,82,37,0.512,11,63.34,305
2024-05,ACC-1109,174798.04,1,90,32,0.3746,5,65.61,275
2024-06,ACC-1109,165668.75,1,104,83,0.3312,12,71.76,245
2024-07,ACC-1109,155237.75,1,108,93,0.7904,8,61.66,215
2024-08,ACC-1109,147372.55,1,111,77,0.469,6,76.71,185
2024-09,ACC-1109,149965.58,1,100,35,0.685,2,91.44,155
2024-10,ACC-1109,155265.7,1,89,72,0.453,10,71.08,125
2024-11,ACC-1109,156424.43,1,85,77,0.8731,3,87.0,95
2024-12,ACC-1109,145941.31,1,93,48,0.6211,9,75.18,65
2025-01,ACC-1109,140453.1,1,84,64,0.6423,10,70.44,35
2025-02,ACC-1109,142175.67,1,93,71,0.8135,8,85.18,365
2025-03,ACC-1109,138454.67,1,110,99,0.676,8,70.04,335
2025-04,ACC-1109,136329.18,1,81,60,0.2827,7,71.12,305
2025-05,ACC-1109,141540.74,1,96,47,0.4354,10,60.12,275
2025-06,ACC-1109,143491.1,1,89,40,0.588,5,86.42,245
2025-07,ACC-1109,144560.01,1,94,64,0.7998,7,72.09,215
2025-08,ACC-1109,149026.82,1,86,52,0.6798,5,76.84,185
2025-09,ACC-1109,146318.05,1,104,83,0.629,4,81.0,155
2025-10,ACC-1109,147040.99,1,102,37,0.6992,6,65.85,125
2025-11,ACC-1109,143865.95,1,103,78,0.7007,3,74.95,95
2025-12,ACC-1109,0.0,0,88,0,0.0,0,0.0,65
2025-05,ACC-1110,79260.0,1,30,15,0.6353,2,83.2,365
2025-06,ACC-1110,84229.86,1,34,13,0.6578,6,73.76,335
2025-07,ACC-1110,81957.74,1,27,24,0.4608,8,67.24,305
2025-08,ACC-1110,79999.08,1,34,21,0.8928,3,88.0,275
2025-09,ACC-1110,78303.44,1,32,15,0.5462,1,84.94,245
2025-10,ACC-1110,84102.65,1,32,12,0.7436,5,69.11,215
2025-11,ACC-1110,82381.21,1,33,12,0.335,7,75.57,185
2025-12,ACC-1110,82534.31,1,34,26,0.5461,1,75.81,155
2024-11,ACC-1111,700949.0,1,271,238,0.8543,3,68.29,365
2024-12,ACC-1111,701191.35,1,261,229,0.8627,7,78.85,335
2025-01,ACC-1111,714564.1,1,231,192,0.498,8,82.22,305
2025-02,ACC-1111,693183.73,1,273,130,0.8984,2,76.86,275
2025-03,ACC-1111,667027.4,1,269,219,0.6275,9,86.71,245
2025-04,ACC-1111,696801.37,1,252,104,0.5512,4,77.34,215
2025-05,ACC-1111,749428.27,1,258,106,0.8548,0,85.14,185
2025-06,ACC-1111,735857.33,1,282,128,0.4802,6,71.5,155
2025-07,ACC-1111,776029.58,1,250,235,0.6547,6,68.79,125
2025-08,ACC-1111,837622.42,1,295,158,0.7073,6,63.6,95
2025-09,ACC-1111,854686.06,1,243,147,0.3215,11,71.24,65
2025-10,ACC-1111,840899.2,1,244,158,0.5846,9,68.15,35
2025-11,ACC-1111,831054.48,1,226,149,0.3689,5,72.06,365
2025-12,ACC-1111,830320.42,1,273,206,0.5719,4,70.23,335
2025-08,ACC-1112,115763.0,1,95,50,0.7984,4,75.87,365
2025-09,ACC-1112,124728.68,1,85,48,0.3434,11,65.24,335
2025-10,ACC-1112,131138.07,1,93,66,0.4564,10,65.0,305
2025-11,ACC-1112,134515.64,1,96,63,0.7836,0,88.37,275
2025-12,ACC-1112,142297.68,1,82,62,0.72,8,85.49,245
2025-06,ACC-1113,71993.0,1,34,25,0.3293,12,76.88,365
2025-07,ACC-1113,79949.48,1,32,28,0.5054,4,69.76,335
2025-08,ACC-1113,81256.93,1,31,12,0.8484,5,78.83,305
2025-09,ACC-1113,87875.41,1,34,20,0.5186,7,69.72,275
2025-10,ACC-1113,92946.0,1,27,16,0.659,7,78.15,245
2025-11,ACC-1113,97776.12,1,33,25,0.4375,12,69.06,215
2025-12,ACC-1113,104752.69,1,33,24,0.8253,8,75.76,185
2024-11,ACC-1114,365195.0,1,244,147,0.7566,0,87.8,365
2024-12,ACC-1114,366620.82,1,251,91,0.8497,5,70.27,335
2025-01,ACC-1114,346306.09,1,251,112,0.6147,5,79.62,305
2025-02,ACC-1114,331728.24,1,278,162,0.6578,3,75.18,275
2025-03,ACC-1114,318744.41,1,279,182,0.8856,1,88.36,245
2025-04,ACC-1114,306990.62,1,256,176,0.7549,5,75.43,215
2025-05,ACC-1114,288593.85,1,266,147,0.4898,2,87.06,185
2025-06,ACC-1114,299403.6,1,246,186,0.6729,9,65.83,155
2025-07,ACC-1114,282709.02,1,245,137,0.4351,5,63.75,125
2025-08,ACC-1114,0.0,0,238,0,0.0,0,0.0,95
2024-08,ACC-1115,233953.0,1,107,71,0.6574,7,65.53,365
2024-09,ACC-1115,228073.4,1,111,58,0.8585,0,90.14,335
2024-10,ACC-1115,212106.71,1,98,62,0.7655,1,88.83,305
2024-11,ACC-1115,214048.85,1,103,69,0.4588,7,65.39,275
2024-12,ACC-1115,195250.21,1,106,50,0.8409,1,84.97,245
2025-01,ACC-1115,182088.34,1,97,76,0.809,7,62.06,215
2025-02,ACC-1115,163300.67,1,107,45,0.7921,4,81.85,185
2025-03,ACC-1115,154889.35,1,80,59,0.4952,2,82.7,155
2025-04,ACC-1115,147718.48,1,81,41,0.5656,10,81.96,125
2025-05,ACC-1115,149556.26,1,94,66,0.6435,5,68.12,95
2025-06,ACC-1115,152324.92,1,92,60,0.7928,0,81.77,65
2025-07,ACC-1115,147614.81,1,99,78,0.5215,4,89.91,35
2025-08,ACC-1115,149496.29,1,110,95,0.7188,6,65.93,365
2025-09,ACC-1115,143833.89,1,80,35,0.6741,4,67.2,335
2025-10,ACC-1115,130371.05,1,109,90,0.3632,3,67.67,305
2025-11,ACC-1115,121908.83,1,106,52,0.4861,8,71.02,275
2025-12,ACC-1115,123958.37,1,110,47,0.4283,5,73.75,245
2025-03,ACC-1116,76292.0,1,35,20,0.9036,0,86.22,365
2025-04,ACC-1116,72838.73,1,32,28,0.5383,1,67.79,335
2025-05,ACC-1116,72045.31,1,31,23,0.5177,5,87.08,305
2025-06,ACC-1116,74733.88,1,28,14,0.6979,1,71.91,275
2025-07,ACC-1116,79341.0,1,34,12,0.7248,4,88.88,245
2025-08,ACC-1116,82845.09,1,31,13,0.6054,6,79.5,215
2025-09,ACC-1116,83376.84,1,26,20,0.7782,3,90.09,185
2025-10,ACC-1116,86017.88,1,30,16,0.2971,7,80.58,155
2025-11,ACC-1116,90518.04,1,29,17,0.6533,5,76.19,125
2025-12,ACC-1116,91019.53,1,35,16,0.6674,2,75.69,95
2024-09,ACC-1117,505563.0,1,235,116,0.2802,12,65.46,365
2024-10,ACC-1117,509243.13,1,254,92,0.7357,6,63.03,335
2024-11,ACC-1117,515327.3,1,303,168,0.7025,2,70.32,305
2024-12,ACC-1117,510316.14,1,228,184,0.6682,6,78.18,275
2025-01,ACC-1117,508849.52,1,295,147,0.5895,4,64.5,245
2025-02,ACC-1117,498705.33,1,230,164,0.8364,0,73.24,215
2025-03,ACC-1117,482927.99,1,283,136,0.2957,10,62.48,185
2025-04,ACC-1117,506302.78,1,264,146,0.6237,9,68.24,155
2025-05,ACC-1117,508299.34,1,261,132,0.8477,7,82.0,125
2025-06,ACC-1117,551219.02,1,264,117,0.8878,4,79.89,95
2025-07,ACC-1117,596007.93,1,306,160,0.7149,7,71.08,65
2025-08,ACC-1117,634655.52,1,241,137,0.4716,3,84.57,35
2025-09,ACC-1117,644683.88,1,288,173,0.8206,8,73.81,365
2025-10,ACC-1117,647867.07,1,301,266,0.5034,2,67.99,335
2025-11,ACC-1117,663315.61,1,285,126,0.6657,0,74.22,305
2025-12,ACC-1117,701912.85,1,295,138,0.5826,10,61.46,275
2024-05,ACC-1118,196378.0,1,88,51,0.5598,8,81.28,365
2024-06,ACC-1118,201580.02,1,92,85,0.3396,7,62.83,335
2024-07,ACC-1118,201650.28,1,100,58,0.7528,5,81.97,305
2024-08,ACC-1118,202725.99,1,89,40,0.6083,10,74.87,275
2024-09,ACC-1118,216042.79,1,95,33,0.7651,8,82.89,245
2024-10,ACC-1118,213913.34,1,96,90,0.7192,6,71.09,215
2024-11,ACC-1118,214066.67,1,100,40,0.6229,9,76.28,185
2024-12,ACC-1118,224801.85,1,107,85,0.6218,7,79.24,155
2025-01,ACC-1118,225986.19,1,91,66,0.2946,9,77.91,125
2025-02,ACC-1118,232030.38,1,93,85,0.2941,3,71.11,95
2025-03,ACC-1118,231020.24,1,86,52,0.3898,5,74.3,65
2025-04,ACC-1118,232082.79,1,93,51,0.6957,2,72.34,35
2025-05,ACC-1118,249709.4,1,86,54,0.5093,8,81.81,365
2025-06,ACC-1118,272398.74,1,107,38,0.3019,12,81.17,335
2025-07,ACC-1118,267342.83,1,107,98,0.4313,11,83.86,305
2025-08,ACC-1118,290684.81,1,86,64,0.4559,6,84.15,275
2025-09,ACC-1118,290685.48,1,93,64,0.5773,4,88.41,245
2025-10,ACC-1118,288645.25,1,88,58,0.6196,2,69.12,215
2025-11,ACC-1118,281835.48,1,93,77,0.3095,4,67.36,185
2025-12,ACC-1118,304306.8,1,100,85,0.5019,6,63.31,155
2024-06,ACC-1119,46973.0,1,29,17,0.601,4,74.42,365
2024-07,ACC-1119,48243.06,1,28,13,0.8764,0,81.48,335
2024-08,ACC-1119,51700.33,1,25,9,0.7484,3,67.49,305
2024-09,ACC-1119,56054.8,1,26,10,0.36,5,66.72,275
2024-10,ACC-1119,57898.66,1,31,15,0.6921,3,70.21,245
2024-11,ACC-1119,63901.84,1,28,11,0.5369,5,75.95,215
2024-12,ACC-1119,66354.42,1,31,12,0.7326,0,81.4,185
2025-01,ACC-1119,73166.36,1,26,13,0.6391,8,73.88,155
2025-02,ACC-1119,81812.19,1,27,10,0.5238,3,72.38,125
2025-03,ACC-1119,85998.29,1,31,26,0.6018,10,62.68,95
2025-04,ACC-1119,90017.73,1,26,23,0.5027,6,78.47,65
2025-05,ACC-1119,90275.93,1,26,21,0.4941,3,85.59,35
2025-06,ACC-1119,97432.76,1,32,19,0.7906,6,77.21,365
2025-07,ACC-1119,103273.89,1,30,23,0.5259,7,79.49,335
2025-08,ACC-1119,109652.67,1,33,16,0.4935,4,73.02,305
2025-09,ACC-1119,119000.05,1,32,22,0.8412,1,74.67,275
2025-10,ACC-1119,134000.47,1,28,18,0.3435,11,66.79,245
2025-11,ACC-1119,137463.09,1,32,28,0.3882,4,68.71,215
2025-12,ACC-1119,151771.8,1,30,20,0.6953,8,77.59,185
2024-09,ACC-1120,551505.0,1,270,112,0.3115,4,82.16,365
2024-10,ACC-1120,554778.82,1,294,222,0.3449,7,78.83,335
2024-11,ACC-1120,591214.5,1,231,117,0.4543,5,85.72,305
2024-12,ACC-1120,623794.09,1,228,178,0.3675,3,85.21,275
2025-01,ACC-1120,622467.62,1,229,147,0.5739,7,69.35,245
2025-02,ACC-1120,610616.39,1,301,103,0.3231,10,72.74,215
2025-03,ACC-1120,642114.93,1,287,170,0.8937,1,90.72,185
2025-04,ACC-1120,673170.55,1,249,130,0.5346,1,82.18,155
2025-05,ACC-1120,717710.01,1,221,118,0.8422,0,92.61,125
2025-06,ACC-1120,773570.37,1,241,86,0.8679,0,82.21,95
2025-07,ACC-1120,802218.21,1,228,132,0.8018,8,86.95,65
2025-08,ACC-1120,789259.07,1,229,183,0.8684,3,90.71,35
2025-09,ACC-1120,822056.57,1,296,248,0.3656,11,60.12,365
2025-10,ACC-1120,826794.1,1,233,81,0.4284,2,86.56,335
2025-11,ACC-1120,856718.81,1,229,89,0.4312,9,77.36,305
2025-12,ACC-1120,884069.3,1,293,223,0.3908,11,68.29,275
2024-09,ACC-1121,232659.0,1,88,45,0.3121,10,78.16,365
2024-10,ACC-1121,221785.25,1,108,46,0.4335,5,85.6,335
2024-11,ACC-1121,233159.83,1,97,44,0.7978,1,90.45,305
2024-12,ACC-1121,241607.72,1,97,73,0.6056,1,86.37,275
2025-01,ACC-1121,243197.21,1,97,43,0.4507,4,68.89,245
2025-02,ACC-1121,234755.79,1,82,39,0.7999,3,79.82,215
2025-03,ACC-1121,243861.58,1,91,71,0.7684,7,67.77,185
2025-04,ACC-1121,239921.72,1,96,78,0.7879,8,73.07,155
2025-05,ACC-1121,232215.92,1,88,42,0.3613,8,76.86,125
2025-06,ACC-1121,233051.09,1,100,63,0.3939,7,79.53,95
2025-07,ACC-1121,222646.96,1,100,47,0.8562,7,73.67,65
2025-08,ACC-1121,214655.19,1,81,56,0.3131,7,71.7,35
2025-09,ACC-1121,210807.59,1,90,55,0.6077,8,69.9,365
2025-10,ACC-1121,211303.36,1,86,59,0.588,4,65.12,335
2025-11,ACC-1121,210990.46,1,106,80,0.3833,8,62.26,305
2025-12,ACC-1121,218247.47,1,83,60,0.8857,0,82.32,275
2024-03,ACC-1122,51144.0,1,32,16,0.8775,3,67.27,365
2024-04,ACC-1122,52198.4,1,30,21,0.3442,7,71.19,335
2024-05,ACC-1122,47503.4,1,27,12,0.8485,3,89.32,305
2024-06,ACC-1122,46662.73,1,33,18,0.3539,12,77.22,275
2024-07,ACC-1122,47232.87,1,30,20,0.7373,2,90.42,245
2024-08,ACC-1122,45620.56,1,25,9,0.6937,1,89.47,215
2024-09,ACC-1122,43570.71,1,34,30,0.7161,6,69.74,185
2024-10,ACC-1122,39813.1,1,34,31,0.5338,7,70.62,155
2024-11,ACC-1122,41138.13,1,33,28,0.4319,10,60.3,125
2024-12,ACC-1122,40007.12,1,26,20,0.5225,10,75.05,95
2025-01,ACC-1122,40758.19,1,26,13,0.7465,0,81.63,65
2025-02,ACC-1122,38845.02,1,27,23,0.5973,8,81.62,35
2025-03,ACC-1122,35848.11,1,26,17,0.4746,6,85.15,365
2025-04,ACC-1122,0.0,0,29,0,0.0,0,0.0,335
2024-01,ACC-1123,618722.0,1,259,225,0.7162,8,72.13,365
2024-02,ACC-1123,625674.05,1,231,160,0.4054,10,67.61,335
2024-03,ACC-1123,618533.58,1,238,159,0.4185,8,80.71,305
2024-04,ACC-1123,658995.1,1,290,175,0.8365,3,91.77,275
2024-05,ACC-1123,699352.7,1,270,141,0.8384,0,85.97,245
2024-06,ACC-1123,713860.88,1,305,172,0.8152,3,75.31,215
2024-07,ACC-1123,762754.96,1,299,184,0.5382,3,69.15,185
2024-08,ACC-1123,812294.3,1,299,130,0.7993,5,84.52,155
2024-09,ACC-1123,800368.3,1,258,243,0.7902,0,78.53,125
2024-10,ACC-1123,842466.72,1,236,192,0.3535,7,75.43,95
2024-11,ACC-1123,834466.26,1,296,108,0.6923,6,67.97,65
2024-12,ACC-1123,857178.87,1,228,215,0.5974,9,81.06,35
2025-01,ACC-1123,876614.45,1,275,247,0.525,3,79.42,365
2025-02,ACC-1123,902933.19,1,264,194,0.4487,10,66.46,335
2025-03,ACC-1123,932865.41,1,302,117,0.3018,8,82.89,305
2025-04,ACC-1123,931679.24,1,223,162,0.4922,7,80.36,275
2025-05,ACC-1123,912484.25,1,297,280,0.6809,0,75.78,245
2025-06,ACC-1123,871425.56,1,245,161,0.5837,8,82.74,215
2025-07,ACC-1123,873966.45,1,263,179,0.4408,9,62.4,185
2025-08,ACC-1123,908782.45,1,233,89,0.4633,11,81.03,155
2025-09,ACC-1123,0.0,0,282,0,0.0,0,0.0,125
2025-03,ACC-1124,183983.0,1,89,46,0.761,6,87.36,365
2025-04,ACC-1124,192325.65,1,102,41,0.4525,4,73.68,335
2025-05,ACC-1124,203110.04,1,100,86,0.7692,5,87.8,305
2025-06,ACC-1124,228381.87,1,104,71,0.8104,3,79.64,275
2025-07,ACC-1124,235526.29,1,99,54,0.7911,5,78.85,245
2025-08,ACC-1124,264773.51,1,98,60,0.7392,3,74.91,215
2025-09,ACC-1124,289365.21,1,81,43,0.3708,3,84.09,185
2025-10,ACC-1124,302230.17,1,93,50,0.3842,9,78.45,155
2025-11,ACC-1124,313066.57,1,111,95,0.6927,8,71.81,125
2025-12,ACC-1124,326638.19,1,111,62,0.684,1,89.01,95
2024-11,ACC-1125,21747.0,1,32,11,0.866,7,62.12,365
2024-12,ACC-1125,21587.14,1,32,26,0.3564,12,60.81,335
